District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,Start_date
Caldwell Exempted Village,In Person,2,766,Caldwell,OH,2022-12-11
Chagrin Falls Exempted Village,In Person,4,1844,Chagrin Falls,OH,2022-12-11
Chesapeake Union Exempted Village,In Person,3,1319,Chesapeake,OH,2022-12-11
Crooksville Exempted Village,In Person,3,1122,Crooksville,OH,2022-12-11
Fairport Harbor Exempted Village,In Person,2,674,Fairport Harbor,OH,2022-12-11
Gibsonburg Exempted Village,In Person,3,899,Gibsonburg,OH,2022-12-11
Granville Exempted Village,In Person,4,2547,Granville,OH,2022-12-11
Greenfield Exempted Village,In Person,5,1941,Greenfield,OH,2022-12-11
Hicksville Exempted Village,In Person,2,911,Hicksville,OH,2022-12-11
Indian Hill Exempted Village,In Person,4,2140,Cincinnati,OH,2022-12-11
Lisbon Exempted Village,In Person,2,848,Lisbon,OH,2022-12-11
Loudonville-Perrysville Exempted Village,In Person,3,1022,Loudonville,OH,2022-12-11
Marysville Exempted Village,In Person,9,5210,Marysville,OH,2022-12-11
Mentor Exempted Village,In Person,12,7738,Mentor,OH,2022-12-11
Milford Exempted Village,In Person,9,6668,Milford,OH,2022-12-11
Milton-Union Exempted Village,In Person,3,1378,West Milton,OH,2022-12-11
Liberty Union-Thurston Local,In Person,3,1225,Baltimore,OH,2022-12-11
Pickerington Local,In Person,15,10739,Pickerington,OH,2022-12-11
Walnut Township Local,In Person,2,484,Millersport,OH,2022-12-11
Canal Winchester Local,In Person,4,3916,Canal Winchester,OH,2022-12-11
Hamilton Local,In Person,5,3130,Columbus,OH,2022-12-11
Gahanna-Jefferson City,In Person,12,7825,Gahanna,OH,2022-12-11
Groveport Madison Local,In Person,11,5875,Groveport,OH,2022-12-11
New Albany-Plain Local,In Person,5,5085,New Albany,OH,2022-12-11
Reynoldsburg City,In Person,15,7438,Reynoldsburg,OH,2022-12-11
Hilliard City,In Person,23,16519,Columbus,OH,2022-12-11
Dublin City,In Person,22,16624,Dublin,OH,2022-12-11
Archbold-Area Local,In Person,3,1229,Archbold,OH,2022-12-11
Pettisville Local,In Person,2,532,Pettisville,OH,2022-12-11
Cardinal Local,In Person,3,902,Middlefield,OH,2022-12-11
Chardon Local,In Person,5,2785,Chardon,OH,2022-12-11
Kenston Local,In Person,4,2621,Chagrin Falls,OH,2022-12-11
West Geauga Local,In Person,4,1855,Chesterland,OH,2022-12-11
Beavercreek City,In Person,11,8028,Beavercreek,OH,2022-12-11
Cedar Cliff Local,In Person,2,618,Cedarville,OH,2022-12-11
Bellbrook-Sugarcreek Local,In Person,4,2756,Bellbrook,OH,2022-12-11
Valley View Local,In Person,4,1823,Germantown,OH,2022-12-11
Huber Heights City,In Person,8,5967,Huber Heights,OH,2022-12-11
Morgan Local,In Person,6,1753,Mc Connelsville,OH,2022-12-11
Cardington-Lincoln Local,In Person,3,1052,Cardington,OH,2022-12-11
Northmor Local,In Person,2,1045,Galion,OH,2022-12-11
Franklin Local,In Person,6,1959,Duncan Falls,OH,2022-12-11
Noble Local,In Person,2,891,Sarahsville,OH,2022-12-11
Benton Carroll Salem Local,In Person,3,1491,Oak Harbor,OH,2022-12-11
Danbury Local,In Person,3,528,Lakeside Marblehead,OH,2022-12-11
Genoa Area Local,In Person,3,1354,Genoa,OH,2022-12-11
Put-In-Bay Local,In Person,2,70,Put-in-Bay,OH,2022-12-11
Twin Valley Community Local,In Person,3,793,West Alexandria,OH,2022-12-11
Wayne Trace Local,In Person,3,905,Haviland,OH,2022-12-11
Northern Local,In Person,5,2210,Thornville,OH,2022-12-11
Southern Local,In Person,2,649,Corning,OH,2022-12-11
Teays Valley Local,In Person,7,4124,Ashville,OH,2022-12-11
Westfall Local,In Person,3,1437,Williamsport,OH,2022-12-11
Eastern Local School District,In Person,4,806,Beaver,OH,2022-12-11
Waverly City,In Person,4,1792,Waverly,OH,2022-12-11
Western Local,In Person,3,727,Latham,OH,2022-12-11
Wolf Creek Local,In Person,2,597,Waterford,OH,2022-12-11
Dalton Local,In Person,3,901,Dalton,OH,2022-12-11
Edon Northwest Local,In Person,2,493,Edon,OH,2022-12-11
Millcreek-West Unity Local,In Person,2,491,West Unity,OH,2022-12-11
Stryker Local,In Person,2,406,Stryker,OH,2022-12-11
Eastwood Local,In Person,3,1464,Pemberville,OH,2022-12-11
Elmwood Local,In Person,3,1243,Bloomdale,OH,2022-12-11
Lake Local,In Person,3,1649,Millbury,OH,2022-12-11
North Baltimore Local,In Person,3,613,North Baltimore,OH,2022-12-11
Northwood Local Schools,In Person,2,906,Northwood,OH,2022-12-11
Otsego Local,In Person,3,1647,Bowling Green,OH,2022-12-11
Mohawk Local,In Person,2,929,Sycamore,OH,2022-12-11
Adams County Ohio Valley Local,In Person,7,3752,West Union,OH,2022-12-11
College Corner Local,In Person,1,90,College Corner,OH,2022-12-11
Findlay City,In Person,14,5802,Findlay,OH,2022-12-11
Arcadia Local,In Person,3,597,Arcadia,OH,2022-12-11
Sidney City,In Person,6,3381,Sidney,OH,2022-12-11
Leetonia Exempted Village School District,In Person,2,587,Leetonia,OH,2022-12-11
Crestline Exempted Village,In Person,3,590,Crestline,OH,2022-12-11
Miami Trace Local,In Person,3,2646,Washington Court House,OH,2022-12-11
BRAY-DOYLE,In Person,2,308,Marlow,OK,2022-12-11
BRIDGE CREEK,In Person,4,1674,Blanchard,OK,2022-12-11
BRISTOW,In Person,4,1750,Bristow,OK,2022-12-11
BROKEN ARROW,In Person,27,19436,Broken Arrow,OK,2022-12-11
BROKEN BOW,In Person,4,1592,Broken Bow,OK,2022-12-11
BURLINGTON,In Person,2,134,Burlington,OK,2022-12-11
BUTNER,Remote,2,234,Cromwell,OK,2022-12-11
BYNG,In Person,5,1780,Ada,OK,2022-12-11
CACHE,In Person,3,2048,Cache,OK,2022-12-11
CADDO,In Person,2,504,Caddo,OK,2022-12-11
CALERA,In Person,2,787,Calera,OK,2022-12-11
CALUMET,In Person,2,288,Calumet,OK,2022-12-11
CANEY,In Person,2,268,Caney,OK,2022-12-11
CANTON,In Person,2,349,Canton,OK,2022-12-11
CANUTE,In Person,2,354,Canute,OK,2022-12-11
CARNEGIE,In Person,3,547,Carnegie,OK,2022-12-11
CASHION,In Person,3,631,Cashion,OK,2022-12-11
CATOOSA,In Person,4,1881,Catoosa,OK,2022-12-11
CAVE SPRINGS,In Person,3,158,Bunch,OK,2022-12-11
CEMENT,In Person,2,210,Cement,OK,2022-12-11
HARTSHORNE,In Person,3,775,Hartshorne,OK,2022-12-11
HAYWOOD,In Person,1,104,MCAlester,OK,2022-12-11
HEALDTON,In Person,3,477,Healdton,OK,2022-12-11
HENNESSEY,In Person,3,883,Hennessey,OK,2022-12-11
HENRYETTA,In Person,3,1185,Henryetta,OK,2022-12-11
HILLDALE,In Person,3,1960,Muskogee,OK,2022-12-11
HINTON,In Person,3,735,Hinton,OK,2022-12-11
MIDWAY,In Person,2,224,Council Hill,OK,2022-12-11
HODGEN,In Person,1,234,Hodgen,OK,2022-12-11
HOWE,In Person,2,640,Howe,OK,2022-12-11
HUGO,In Person,4,1198,Hugo,OK,2022-12-11
HULBERT,In Person,3,543,Hulbert,OK,2022-12-11
IDABEL,In Person,4,1258,Idabel,OK,2022-12-11
INDIANOLA,In Person,2,274,Indianola,OK,2022-12-11
INOLA,In Person,3,1261,Inola,OK,2022-12-11
JAY,In Person,4,1490,Jay,OK,2022-12-11
JENKS,In Person,8,12527,Jenks,OK,2022-12-11
JENNINGS,In Person,1,224,Jennings,OK,2022-12-11
JONES,In Person,3,1123,Jones,OK,2022-12-11
JUSTICE,In Person,1,182,Wewoka,OK,2022-12-11
OPTIMA,In Person,1,49,Optima,OK,2022-12-11
OSAGE,In Person,1,145,Pryor,OK,2022-12-11
OWASSO,In Person,13,9782,Owasso,OK,2022-12-11
PADEN,In Person,2,241,Paden,OK,2022-12-11
PANAMA,In Person,3,736,PANAMA,OK,2022-12-11
PAULS VALLEY,In Person,5,1293,Pauls Valley,OK,2022-12-11
PAWHUSKA,In Person,4,744,Pawhuska,OK,2022-12-11
PAWNEE,In Person,3,651,Pawnee,OK,2022-12-11
PEGGS,In Person,1,210,Peggs,OK,2022-12-11
PERKINS-TRYON,In Person,4,1536,Perkins,OK,2022-12-11
PERRY,In Person,3,1083,Perry,OK,2022-12-11
PIEDMONT,In Person,7,4535,Piedmont,OK,2022-12-11
PIONEER,In Person,1,388,Chickasha,OK,2022-12-11
PITTSBURG,In Person,2,145,Pittsburg,OK,2022-12-11
PLAINVIEW,In Person,4,1524,Ardmore,OK,2022-12-11
PLEASANT GROVE,In Person,1,247,Shawnee,OK,2022-12-11
PIONEER-PLEASANT VALE,In Person,3,503,Waukomis,OK,2022-12-11
PONCA CITY,In Person,11,4741,Ponca City,OK,2022-12-11
PORUM,In Person,2,448,Porum,OK,2022-12-11
POTEAU,In Person,5,2277,Poteau,OK,2022-12-11
WAUKOMIS,In Person,2,398,Waukomis,OK,2022-12-11
WAYNE,In Person,3,485,Wayne,OK,2022-12-11
WEATHERFORD,In Person,5,2452,Weatherford,OK,2022-12-11
WELEETKA,In Person,3,429,Weleetka,OK,2022-12-11
WELLSTON,In Person,3,565,Wellston,OK,2022-12-11
WESTERN HEIGHTS,In Person,8,3419,Oklahoma City,OK,2022-12-11
WESTVILLE,In Person,3,1133,Westville,OK,2022-12-11
WEWOKA,In Person,3,662,Wewoka,OK,2022-12-11
WHITEBEAD,In Person,1,396,Pauls Valley,OK,2022-12-11
WHITESBORO,In Person,2,196,Whitesboro,OK,2022-12-11
WISTER,Hybrid,2,489,Wister,OK,2022-12-11
WOODALL,In Person,1,446,Tahlequah,OK,2022-12-11
WOODWARD,Remote,7,2671,Woodward,OK,2022-12-11
WYANDOTTE,In Person,3,783,Wyandotte,OK,2022-12-11
WYNONA,In Person,2,89,Wynona,OK,2022-12-11
YALE,In Person,3,424,Yale,OK,2022-12-11
YUKON,In Person,12,9005,Yukon,OK,2022-12-11
ZION,In Person,1,326,Stilwell,OK,2022-12-11
ROCK CREEK,In Person,2,463,Bokchito,OK,2022-12-11
FORT COBB-BROXTON,In Person,3,337,Fort Cobb,OK,2022-12-11
Lebanon Community SD 9,In Person,9,4231,Lebanon,OR,2022-12-11
Lincoln County SD,In Person,17,5625,Newport,OR,2022-12-11
Lowell SD 71,In Person,4,860,Lowell,OR,2022-12-11
Marcola SD 79J,In Person,3,655,Marcola,OR,2022-12-11
McKenzie SD 68,In Person,1,227,Finn Rock,OR,2022-12-11
McMinnville SD 40,In Person,9,6712,McMinnville,OR,2022-12-11
Medford SD 549C,In Person,25,14498,Medford,OR,2022-12-11
Santiam Canyon SD 129J,In Person,3,4454,Mill City,OR,2022-12-11
Milton-Freewater Unified SD 7,In Person,4,1671,Milton-Freewater,OR,2022-12-11
Molalla River SD 35,In Person,8,2803,Molalla,OR,2022-12-11
Monroe SD 1J,In Person,2,349,Monroe,OR,2022-12-11
Monument SD 8,In Person,1,49,Monument,OR,2022-12-11
Morrow SD 1,In Person,9,2290,Irrigon,OR,2022-12-11
Mt Angel SD 91,In Person,3,718,Mt Angel,OR,2022-12-11
Nestucca Valley SD 101J,In Person,2,495,Cloverdale,OR,2022-12-11
Newberg SD 29J,In Person,9,4830,Newberg,OR,2022-12-11
North Clackamas SD 12,In Person,30,17288,Milwaukie,OR,2022-12-11
North Marion SD 15,In Person,4,1861,Aurora,OR,2022-12-11
North Powder SD 8J,In Person,1,266,North Powder,OR,2022-12-11
Nyssa SD 26,In Person,3,1212,Nyssa,OR,2022-12-11
Center for Student Learning CS at Pennsbury,In Person,1,162,Levittown,PA,2022-12-11
Avon Grove CS,In Person,1,1848,West Grove,PA,2022-12-11
Green Woods CS,In Person,1,674,Philadelphia,PA,2022-12-11
West Phila. Achievement CES,In Person,1,659,Philadelphia,PA,2022-12-11
New Day CS,In Person,1,161,Huntingdon,PA,2022-12-11
Commonwealth Charter Academy CS,In Person,1,9294,Harrisburg,PA,2022-12-11
Ad Prima CS,In Person,1,665,Philadelphia,PA,2022-12-11
Philadelphia Montessori CS,In Person,1,198,Philadelphia,PA,2022-12-11
The New Academy CS,In Person,1,142,Pittsburgh,PA,2022-12-11
Tidioute Community CS,In Person,1,298,Tidioute,PA,2022-12-11
Young Scholars of Central PA CS,In Person,1,419,State College,PA,2022-12-11
Northwood Academy CS,In Person,1,766,Philadelphia,PA,2022-12-11
Folk Arts-Cultural Treasures CS,In Person,1,502,Philadelphia,PA,2022-12-11
Evergreen Community CS,In Person,1,105,Cresco,PA,2022-12-11
Boys Latin of Philadelphia CS,In Person,1,825,Philadelphia,PA,2022-12-11
Keystone Academy CS,In Person,1,675,Philadelphia,PA,2022-12-11
Pan American Academy CS,In Person,1,755,Philadelphia,PA,2022-12-11
Environmental CS at Frick Park,In Person,1,896,Pittsburgh,PA,2022-12-11
Vida CS,In Person,1,245,Gettysburg,PA,2022-12-11
Sankofa Freedom Academy CS,In Person,1,660,Philadelphia,PA,2022-12-11
Carbondale Area SD,In Person,2,1474,Carbondale,PA,2022-12-11
Carlisle Area SD,In Person,10,5149,Carlisle,PA,2022-12-11
Carmichaels Area SD,In Person,3,1064,Carmichaels,PA,2022-12-11
Catasauqua Area SD,In Person,3,1510,Catasauqua,PA,2022-12-11
Centennial SD,In Person,6,5471,Warminster,PA,2022-12-11
Central Bucks SD,In Person,23,18104,Doylestown,PA,2022-12-11
Central Cambria SD,In Person,4,1577,Ebensburg,PA,2022-12-11
Central Columbia SD,In Person,3,1912,Bloomsburg,PA,2022-12-11
Central Dauphin SD,In Person,19,12214,Harrisburg,PA,2022-12-11
Central Greene SD,In Person,3,1632,Waynesburg,PA,2022-12-11
Crestwood SD,In Person,3,2845,Mountain Top,PA,2022-12-11
Central York SD,In Person,7,5746,York,PA,2022-12-11
Chambersburg Area SD,In Person,17,9456,Chambersburg,PA,2022-12-11
Charleroi SD,In Person,3,1432,Charleroi,PA,2022-12-11
Chartiers Valley SD,In Person,4,3323,Pittsburgh,PA,2022-12-11
Chartiers-Houston SD,In Person,2,1169,Houston,PA,2022-12-11
Cheltenham SD,In Person,7,4396,Elkins Park,PA,2022-12-11
Chichester SD,In Person,6,3200,Aston,PA,2022-12-11
Clairton City SD,In Person,2,745,Clairton,PA,2022-12-11
Clarion Area SD,In Person,2,730,Clarion,PA,2022-12-11
Haverford Township SD,In Person,7,6554,Havertown,PA,2022-12-11
Hazleton Area SD,In Person,11,11610,Hazle Twp,PA,2022-12-11
Saucon Valley SD,In Person,3,2128,Hellertown,PA,2022-12-11
Hempfield Area SD,In Person,9,5516,Greensburg,PA,2022-12-11
Hempfield SD,In Person,10,7023,Landisville,PA,2022-12-11
Highlands SD,In Person,4,2393,Natrona Heights,PA,2022-12-11
Hopewell Area SD,In Person,5,2177,Aliquippa,PA,2022-12-11
Huntingdon Area SD,In Person,4,1824,Huntingdon,PA,2022-12-11
Indiana Area SD,In Person,6,2860,Indiana,PA,2022-12-11
Interboro SD,In Person,6,3367,Prospect Park,PA,2022-12-11
Iroquois SD,In Person,2,1225,Erie,PA,2022-12-11
Jamestown Area SD,In Person,2,423,Jamestown,PA,2022-12-11
Jefferson-Morgan SD,In Person,2,754,Jefferson,PA,2022-12-11
Jenkintown SD,In Person,2,730,Jenkintown,PA,2022-12-11
Jim Thorpe Area SD,In Person,3,2064,Jim Thorpe,PA,2022-12-11
Johnsonburg Area SD,In Person,2,577,Johnsonburg,PA,2022-12-11
Juniata County SD,In Person,5,2640,Mifflintown,PA,2022-12-11
Kane Area SD,In Person,3,1064,Kane,PA,2022-12-11
Kennett Consolidated SD,In Person,6,4156,Kennett Square,PA,2022-12-11
Keystone SD,In Person,2,917,Knox,PA,2022-12-11
Old Forge SD,In Person,2,958,Old Forge,PA,2022-12-11
Oswayo Valley SD,In Person,3,401,Shinglehouse,PA,2022-12-11
Otto-Eldred SD,In Person,2,597,Duke Center,PA,2022-12-11
Owen J Roberts SD,In Person,7,5497,Pottstown,PA,2022-12-11
Oxford Area SD,In Person,6,3611,Oxford,PA,2022-12-11
Palisades SD,In Person,5,1504,Kintnersville,PA,2022-12-11
Palmerton Area SD,In Person,5,1756,Palmerton,PA,2022-12-11
Palmyra Area SD,In Person,6,3616,Palmyra,PA,2022-12-11
Panther Valley SD,In Person,3,1622,Lansford,PA,2022-12-11
Parkland SD,In Person,12,9642,Allentown,PA,2022-12-11
Pen Argyl Area SD,In Person,3,1492,Pen Argyl,PA,2022-12-11
Penn-Delco SD,In Person,6,3381,Aston,PA,2022-12-11
Penn Hills SD,In Person,3,3296,Pittsburgh,PA,2022-12-11
Penn Manor SD,In Person,10,5449,Lancaster,PA,2022-12-11
Penn-Trafford SD,In Person,8,3828,Harrison City,PA,2022-12-11
Penncrest SD,In Person,6,2681,Saegertown,PA,2022-12-11
Pennridge SD,In Person,11,6970,Perkasie,PA,2022-12-11
Penns Valley Area SD,In Person,4,1429,Spring Mills,PA,2022-12-11
Pennsbury SD,In Person,15,9907,Fallsington,PA,2022-12-11
Pequea Valley SD,In Person,4,1506,Kinzers,PA,2022-12-11
Tredyffrin-Easttown SD,In Person,8,7182,Wayne,PA,2022-12-11
Tri-Valley SD,In Person,3,910,Valley View,PA,2022-12-11
Trinity Area SD,In Person,6,3298,Washington,PA,2022-12-11
Troy Area SD,In Person,3,1451,Troy,PA,2022-12-11
Turkeyfoot Valley Area SD,In Person,2,295,Confluence,PA,2022-12-11
Tussey Mountain SD,In Person,3,926,Saxton,PA,2022-12-11
Twin Valley SD,In Person,5,3134,Elverson,PA,2022-12-11
Tyrone Area SD,In Person,3,1905,Tyrone,PA,2022-12-11
Union Area SD,In Person,3,730,New Castle,PA,2022-12-11
Union City Area SD,In Person,3,1046,Union City,PA,2022-12-11
Uniontown Area SD,In Person,9,2712,Uniontown,PA,2022-12-11
Unionville-Chadds Ford SD,In Person,6,3932,Kennett Square,PA,2022-12-11
United SD,In Person,2,1000,Armagh,PA,2022-12-11
Upper Adams SD,In Person,4,1652,Biglerville,PA,2022-12-11
Upper Darby SD,In Person,14,12714,Drexel Hill,PA,2022-12-11
Upper Dauphin Area SD,In Person,3,1098,Lykens,PA,2022-12-11
Upper Merion Area SD,In Person,7,4264,King of Prussia,PA,2022-12-11
Upper Moreland Township SD,In Person,4,3202,Willow Grove,PA,2022-12-11
Upper Perkiomen SD,In Person,5,3396,Pennsburg,PA,2022-12-11
Upper Saint Clair SD,In Person,6,4088,Pittsburgh,PA,2022-12-11
Anderson 03,In Person,5,2615,Iva,SC,2022-12-11
Anderson 05,In Person,20,13145,Anderson,SC,2022-12-11
Bamberg 01,In Person,3,1262,Bamberg,SC,2022-12-11
Barnwell 29,In Person,3,831,Williston,SC,2022-12-11
Barnwell 45,In Person,4,2125,Barnwell,SC,2022-12-11
Beaufort 01,In Person,32,22405,Beaufort,SC,2022-12-11
Berkeley 01,In Person,46,37219,Moncks Corner,SC,2022-12-11
Calhoun 01,In Person,3,1700,St. Matthews,SC,2022-12-11
Charleston 01,In Person,81,50299,Charleston,SC,2022-12-11
Cherokee 01,In Person,18,8682,Gaffney,SC,2022-12-11
Chester 01,In Person,12,5107,Chester,SC,2022-12-11
Chesterfield 01,In Person,16,6988,Chesterfield,SC,2022-12-11
Clarendon 03,In Person,2,1296,Turbeville,SC,2022-12-11
Colleton 01,In Person,9,5396,Walterboro,SC,2022-12-11
Darlington 01,In Person,19,9849,Darlington,SC,2022-12-11
Dillon 03,In Person,3,1583,Latta,SC,2022-12-11
Dorchester 02,In Person,24,26238,Summerville,SC,2022-12-11
Edgefield 01,In Person,8,3298,Johnston,SC,2022-12-11
Fairfield 01,In Person,8,2590,Winnsboro,SC,2022-12-11
Florence 01,In Person,24,15936,Florence,SC,2022-12-11
Dell Rapids School District 49-3,In Person,3,991,Dell Rapids,SD,2022-12-11
Doland School District 56-2,In Person,7,157,Doland,SD,2022-12-11
Douglas School District 51-1,In Person,5,2858,Box Elder,SD,2022-12-11
Dupree School District 64-2,In Person,3,396,Dupree,SD,2022-12-11
Jones County School District 37-3,In Person,3,168,Murdo,SD,2022-12-11
Eagle Butte School District 20-1,In Person,6,340,Eagle Butte,SD,2022-12-11
Edgemont School District 23-1,In Person,2,162,Edgemont,SD,2022-12-11
Elk Mountain School District 16-2,In Person,2,13,Edgemont,SD,2022-12-11
Elk Point-Jefferson School District 61-7,In Person,3,684,Elk Point,SD,2022-12-11
Elkton School District 05-3,In Person,5,424,Elkton,SD,2022-12-11
Bridgewater-Emery 30-3,In Person,3,328,Bridgewater,SD,2022-12-11
Estelline School District 28-2,In Person,3,280,Estelline,SD,2022-12-11
Ethan School District 17-1,In Person,3,287,Ethan,SD,2022-12-11
Eureka School District 44-1,In Person,3,169,Eureka,SD,2022-12-11
Faith School District 46-2,In Person,4,175,Faith,SD,2022-12-11
Faulkton Area Schools 24-4,In Person,7,359,Faulkton,SD,2022-12-11
Stanley County School District 57-1,In Person,4,406,Fort Pierre,SD,2022-12-11
Garretson School District 49-4,In Person,3,524,Garretson,SD,2022-12-11
Gettysburg School District 53-1,In Person,3,226,Gettysburg,SD,2022-12-11
Gregory School District 26-4,In Person,3,373,Gregory,SD,2022-12-11
Cannon County,In Person,7,2023,Woodbury,TN,2022-12-11
Carroll County,In Person,1,2,Huntingdon,TN,2022-12-11
Cheatham County,In Person,13,6037,Ashland City,TN,2022-12-11
Chester County,In Person,6,2838,Henderson,TN,2022-12-11
Clay County,In Person,4,1104,Celina,TN,2022-12-11
Cleveland,In Person,9,5814,Cleveland,TN,2022-12-11
Clinton,In Person,3,974,Clinton,TN,2022-12-11
Coffee County,In Person,10,4302,Manchester,TN,2022-12-11
Crockett County,In Person,5,2012,Alamo,TN,2022-12-11
Cumberland County,In Person,12,7303,Crossville,TN,2022-12-11
Dayton,In Person,1,879,Dayton,TN,2022-12-11
Decatur County,In Person,4,1601,Decaturville,TN,2022-12-11
DeKalb County,In Person,6,2965,Smithville,TN,2022-12-11
Dickson County,In Person,18,8240,Dickson,TN,2022-12-11
Dyer County,In Person,8,3896,Dyersburg,TN,2022-12-11
Dyersburg,In Person,4,2595,Dyersburg,TN,2022-12-11
Elizabethton,In Person,5,2584,Elizabethton,TN,2022-12-11
Etowah,In Person,1,387,Etowah,TN,2022-12-11
Fayette County Public Schools,In Person,7,3498,Somerville,TN,2022-12-11
Fayetteville,In Person,3,1402,Fayetteville,TN,2022-12-11
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,In Person,1,625,DALLAS,TX,2022-12-11
UPLIFT EDUCATION,In Person,42,20068,DALLAS,TX,2022-12-11
CUMBERLAND ACADEMY,In Person,4,1988,TYLER,TX,2022-12-11
ALIEF MONTESSORI COMMUNITY SCHOOL,In Person,1,347,HOUSTON,TX,2022-12-11
ADVANTAGE ACADEMY,In Person,1,1396,DUNCANVILLE,TX,2022-12-11
RAPOPORT ACADEMY PUBLIC SCHOOL,In Person,3,829,WACO,TX,2022-12-11
WAYSIDE SCHOOLS,In Person,4,2009,AUSTIN,TX,2022-12-11
EXCEL ACADEMY,In Person,4,317,HOUSTON,TX,2022-12-11
LIFE SCHOOL,In Person,8,5605,RED OAK,TX,2022-12-11
NYOS CHARTER SCHOOL,In Person,2,1061,AUSTIN,TX,2022-12-11
POSITIVE SOLUTIONS CHARTER SCHOOL,In Person,1,154,SAN ANTONIO,TX,2022-12-11
NEW FRONTIERS PUBLIC SCHOOLS INC,In Person,2,601,SAN ANTONIO,TX,2022-12-11
SCHOOL OF EXCELLENCE IN EDUCATION,In Person,4,473,SAN ANTONIO,TX,2022-12-11
SOUTHWEST PREPARATORY SCHOOL,In Person,6,970,SAN ANTONIO,TX,2022-12-11
TEXAS EMPOWERMENT ACADEMY,In Person,2,366,AUSTIN,TX,2022-12-11
TREETOPS SCHOOL INTERNATIONAL,In Person,1,387,EULESS,TX,2022-12-11
UNIVERSAL ACADEMY,In Person,2,2282,IRVING,TX,2022-12-11
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),In Person,9,1921,SAN ANTONIO,TX,2022-12-11
PRIORITY CHARTER SCHOOLS,In Person,4,793,MORGANS POINT RESORT,TX,2022-12-11
BEXAR COUNTY ACADEMY,In Person,1,355,SAN ANTONIO,TX,2022-12-11
GREAT HEARTS TEXAS,In Person,9,4850,SAN ANTONIO,TX,2022-12-11
MONTESSORI FOR ALL,In Person,1,478,AUSTIN,TX,2022-12-11
UTPB STEM ACADEMY,In Person,1,769,ODESSA,TX,2022-12-11
KI CHARTER ACADEMY,In Person,2,183,SAN MARCOS,TX,2022-12-11
PIONEER TECHNOLOGY & ARTS ACADEMY,In Person,6,1248,MESQUITE,TX,2022-12-11
LONE STAR LANGUAGE ACADEMY,In Person,1,190,PLANO,TX,2022-12-11
TRIVIUM ACADEMY,In Person,1,591,CARROLLTON,TX,2022-12-11
COMPASS ROSE ACADEMY,In Person,3,369,SAN ANTONIO,TX,2022-12-11
GOODWATER MONTESSORI SCHOOL,In Person,1,398,GEORGETOWN,TX,2022-12-11
LEGACY SCHOOL OF SPORT SCIENCES,In Person,1,433,SPRING,TX,2022-12-11
ETOILE ACADEMY CHARTER SCHOOL,In Person,1,144,HOUSTON,TX,2022-12-11
VALOR PUBLIC SCHOOLS,In Person,2,532,AUSTIN,TX,2022-12-11
YELLOWSTONE COLLEGE PREPARATORY,In Person,1,273,HOUSTON,TX,2022-12-11
COLLEGE STATION ISD,In Person,20,13936,COLLEGE STATION,TX,2022-12-11
ABERNATHY ISD,In Person,3,818,ABERNATHY,TX,2022-12-11
ABILENE ISD,In Person,30,16612,ABILENE,TX,2022-12-11
AGUA DULCE ISD,In Person,2,385,AGUA DULCE,TX,2022-12-11
ALAMO HEIGHTS ISD,In Person,5,4944,SAN ANTONIO,TX,2022-12-11
ALBA-GOLDEN ISD,In Person,3,881,ALBA,TX,2022-12-11
ALDINE ISD,In Person,78,67259,HOUSTON,TX,2022-12-11
BROOKESMITH ISD,In Person,4,155,BROOKESMITH,TX,2022-12-11
BROOKS COUNTY ISD,In Person,5,1506,FALFURRIAS,TX,2022-12-11
BROWNFIELD ISD,In Person,5,1671,BROWNFIELD,TX,2022-12-11
BROWNSBORO ISD,In Person,6,2708,BROWNSBORO,TX,2022-12-11
BROWNSVILLE ISD,In Person,56,43028,BROWNSVILLE,TX,2022-12-11
BRUCEVILLE-EDDY ISD,In Person,6,643,EDDY,TX,2022-12-11
BRYAN ISD,In Person,25,16167,BRYAN,TX,2022-12-11
BRYSON ISD,In Person,1,256,BRYSON,TX,2022-12-11
BUCKHOLTS ISD,In Person,1,125,BUCKHOLTS,TX,2022-12-11
BUENA VISTA ISD,In Person,1,253,IMPERIAL,TX,2022-12-11
BULLARD ISD,In Person,6,2666,BULLARD,TX,2022-12-11
BUNA ISD,In Person,3,1513,BUNA,TX,2022-12-11
BURKBURNETT ISD,In Person,7,3263,BURKBURNETT,TX,2022-12-11
BURKEVILLE ISD,In Person,1,253,BURKEVILLE,TX,2022-12-11
BURLESON ISD,In Person,18,12810,BURLESON,TX,2022-12-11
BURTON ISD,In Person,2,479,BURTON,TX,2022-12-11
BYNUM ISD,In Person,1,204,BYNUM,TX,2022-12-11
CADDO MILLS ISD,In Person,4,1914,CADDO MILLS,TX,2022-12-11
CALDWELL ISD,In Person,4,1737,CALDWELL,TX,2022-12-11
CALHOUN COUNTY ISD,In Person,7,3840,PORT LAVACA,TX,2022-12-11
DAINGERFIELD-LONE STAR ISD,In Person,4,1020,DAINGERFIELD,TX,2022-12-11
